Record_ID,Cow_ID,Data_Source,Record_Type,Day,Days_Before_Index,Breed,Age_Years,Lactation_Number,Parity,Days_In_Milk,Previous_Mastitis_History,Vaccination_Status,Hygiene_Score,Bedding_Cleanliness_Score,Milking_Frequency,Body_Temperature_C,Udder_Temperature_C,Activity_Index,Rumination_Time_min,Feed_Intake_kgDM,Water_Intake_L,Ambient_Temperature_C,Humidity_pct,THI,Milk_Temperature,Milk_Conductivity,Somatic_Cell_Count,Milk_Yield,Milk_Fat_pct,Milk_Protein_pct,Milk_Lactose_pct,Milk_Solids_pct,class1
C0006_H03,C0006,ClassBlind_Synthetic,ClassBlind_History,5,3,Gir,4.9,3,3,21,0,0,2,1,3,39.61841000434434,39.881389995124856,54.68837518245679,571.0670790395984,10.19623538246395,87.7721906825607,14.301396108390891,73.6298698696521,57.36792769723738,36.53562011250277,4.40023868795142,168.58969881550385,24.197212871910377,3.8330579040295114,3.563300991020977,4.654441252874331,12.361120245525303,
C0006_H04,C0006,ClassBlind_Synthetic,ClassBlind_History,4,4,Gir,4.9,3,3,21,0,0,2,1,3,39.65792064320749,39.804664131069906,52.162263329803615,589.3001433921459,9.988839965343933,84.75410146636065,14.195895075938756,78.93434353592042,56.556845890572255,36.518488716734915,4.454998647601786,165.43777459614273,24.484782471276556,3.8541077902993934,3.549053491056393,4.620857440180831,12.482411111219573,
C0006_H05,C0006,ClassBlind_Synthetic,ClassBlind_History,3,5,Gir,4.9,3,3,21,0,0,2,1,3,39.485686453451386,39.784923533601976,55.23256977567715,585.7377469694839,9.365062947646383,87.2082303276069,12.954978466901748,81.87945706037115,56.693073770371434,36.66816447518241,4.211746307177748,171.19006129047918,24.93438601778708,3.8085303976525555,3.5639240112074764,4.648649540155218,12.655196919993783,
C0006_H06,C0006,ClassBlind_Synthetic,ClassBlind_History,2,6,Gir,4.9,3,3,21,0,0,2,1,3,39.316496816409156,39.76588812602404,61.40690166270766,602.1643862658037,10.474064732800274,87.72387618348179,14.167160296588337,82.18644148929219,54.29023676882171,36.91595644465731,4.3735836434272874,216.2563245318637,25.558466410915777,3.8604389991703956,3.5555382214524576,4.678440722988085,12.740519246629164,
C0006_H07,C0006,ClassBlind_Synthetic,ClassBlind_History,1,7,Gir,4.9,3,3,21,0,0,2,1,3,39.34056460497855,39.822409526928,60.048180863282354,599.0704715019396,9.671384695053701,82.90790882144748,13.455768129659077,80.16583091939894,58.897326247449755,37.00005375176645,4.1419969528901115,219.78067244672516,26.146017696612695,3.8775939410637346,3.5517770090292826,4.655074064397272,12.584622683466545,
C0007_H01,C0007,ClassBlind_Synthetic,ClassBlind_History,28,1,Sahiwal,2.5,2,2,269,0,1,3,1,3,38.43911364390658,38.67144235173636,72.39686306322788,467.23542874428165,10.993336169730751,81.38154277338697,25.268882059614203,73.66986987573095,75.64809640592878,35.61353072004254,4.6672933975228545,185.41002732988443,21.559186183239564,4.141874893558327,3.3304604854970554,4.617127494543762,12.86296014189708,
C0007_H02,C0007,ClassBlind_Synthetic,ClassBlind_History,27,2,Sahiwal,2.5,2,2,269,0,1,3,1,3,38.33166692071523,38.57901147985157,73.38849949564421,475.8220473127905,8.618226880535286,82.13242877084453,25.234336165690507,68.10557939255125,72.62755279905404,36.31846328084569,4.449908468801982,171.50885325726375,21.784353571073655,4.203223652519895,3.3654745399566433,4.615714499157891,13.020707836282801,
C0007_H03,C0007,ClassBlind_Synthetic,ClassBlind_History,26,3,Sahiwal,2.5,2,2,269,0,1,3,1,3,38.27385113935731,38.574512033916875,72.13355451107678,466.1436308822965,7.097588157418881,78.80977542726271,25.593519112694445,64.44374852989476,71.30591138053643,35.68633012703991,4.2328808303137,164.89675797269513,20.83860877517531,4.194050088039116,3.3548865937047103,4.614072002510395,12.993624611324694,
C0007_H04,C0007,ClassBlind_Synthetic,ClassBlind_History,25,4,Sahiwal,2.5,2,2,269,0,1,3,1,3,38.197121880060365,38.72395598948023,74.99998126232214,476.96607667221423,7.146596922511252,75.32059010408092,24.419421839488358,64.25410744448847,68.80798238129645,35.30537742419942,4.1398645135788525,163.8984914916906,21.512151649311456,4.222295161226481,3.3751935084687674,4.594984795092745,13.041403895113772,
C0007_H05,C0007,ClassBlind_Synthetic,ClassBlind_History,24,5,Sahiwal,2.5,2,2,269,0,1,3,1,3,38.084153658496774,38.79317086666486,70.68955217110106,485.62194096851124,7.234700017009967,71.710709504313,23.25069612137702,64.6071345421946,70.13003771871432,34.56365278589186,4.018647564324796,154.27148754791725,22.062814892945365,4.053981382377982,3.398750224009132,4.628077121742556,13.03571438830749,
C0007_H06,C0007,ClassBlind_Synthetic,ClassBlind_History,23,6,Sahiwal,2.5,2,2,269,0,1,3,1,3,38.080029552922,38.4684941150109,71.36963705426972,480.73996071197126,6.667786673773456,70.49260377011866,22.8677868757066,70.67486157144224,72.7687193780362,34.075208828104344,3.889426466773793,153.30700088390876,22.369133648327146,4.084631742525008,3.395594104637499,4.682977613265992,13.232723821562884,
C0007_H07,C0007,ClassBlind_Synthetic,ClassBlind_History,22,7,Sahiwal,2.5,2,2,269,0,1,3,1,3,38.1781974350202,38.4930807909782,73.16182797769532,462.0791530891628,8.091438677628654,67.15353191786508,22.13932872144994,67.59348307372981,73.98664132141558,34.253958379274806,3.8144753234706648,149.20604317524828,21.768357469506157,4.1775548882028195,3.34361376085003,4.594919369826959,13.11218006777768,
C0008_H01,C0008,ClassBlind_Synthetic,ClassBlind_History,20,1,Sahiwal,5.2,5,5,10,0,0,3,2,2,38.81556339594534,40.197823456459304,55.837684935011886,432.89940631459564,10.589128144412577,40.34955291872884,31.023260801165996,78.3375029232709,79.56877348701481,38.118608657477694,7.545106600062582,779.647568569015,6.6698501304294,3.6863159832653936,3.2956784454709065,4.770250260397302,12.458321750007975,
C0008_H02,C0008,ClassBlind_Synthetic,ClassBlind_History,19,2,Sahiwal,5.2,5,5,10,0,0,3,2,2,38.75695379769236,40.227698667687235,56.37935287588125,418.51553823024784,10.980023849512843,43.60829307288594,29.87327629681232,81.47956198402616,75.53617485919344,37.95386843033692,7.363264748614182,775.3669985488187,8.312862883852407,3.6214011468245615,3.3334909356749565,4.834757977014315,12.348388111754419,
C0008_H03,C0008,ClassBlind_Synthetic,ClassBlind_History,18,3,Sahiwal,5.2,5,5,10,0,0,3,2,2,38.41413119703167,40.42065306736783,57.4451544464373,415.8887734649209,11.895118956037221,46.14876808213657,28.56562705339325,81.96392929783454,73.7273422964895,38.14881594682689,7.429657472014748,781.136749999432,8.05658020343225,3.74725065811228,3.276591610152605,4.800897338460064,12.167194151109609,
C0008_H04,C0008,ClassBlind_Synthetic,ClassBlind_History,17,4,Sahiwal,5.2,5,5,10,0,0,3,2,2,38.37896556961638,40.07297862656671,52.80229690654127,404.21269856730805,12.1909870649859,48.093762825021905,29.762820352069287,88.64990090699013,74.47189789809069,38.241611520849006,7.28023412510778,803.5730740469234,7.970330113200122,3.796392472382245,3.288266810407376,4.739953425897184,12.132015460529349,
C0008_H05,C0008,ClassBlind_Synthetic,ClassBlind_History,16,5,Sahiwal,5.2,5,5,10,0,0,3,2,2,38.27763451140373,40.196283118500844,54.984587444695194,413.7238572369353,12.36243023818534,56.437382509795356,30.385414635556224,98.40367566450432,72.42928924101096,38.82228354371682,6.968706644884352,790.5457416074704,7.871566985384238,3.8587877973109834,3.3380965344622013,4.669713845017859,12.256679313787505,
C0008_H06,C0008,ClassBlind_Synthetic,ClassBlind_History,15,6,Sahiwal,5.2,5,5,10,0,0,3,2,2,38.39151633753206,39.915638327957,59.236390077627235,412.8873122715111,11.039860880474304,55.559753195448586,31.53178539637675,100.0,74.35797809214142,37.946825769694954,6.833220838299166,772.5038783333581,8.064297046591266,3.9118918598725596,3.3966332441000784,4.744842110463489,12.372974027090125,
C0008_H07,C0008,ClassBlind_Synthetic,ClassBlind_History,14,7,Sahiwal,5.2,5,5,10,0,0,3,2,2,38.471784437749314,39.96495395082864,54.485797624015035,420.2087877133482,12.34651909982352,52.22640396189347,32.533146048150954,99.61545046965898,77.70512343121905,37.656943279704855,6.734930040638565,782.9116327479538,6.958494819112719,3.8219129777044665,3.4353034258027284,4.812339165862592,12.431910778823932,
C0009_H01,C0009,ClassBlind_Synthetic,ClassBlind_History,6,1,Crossbred,4.6,2,2,298,0,0,1,2,3,39.10392199511522,39.066793385059434,83.36433568039793,388.8726487220431,16.12321393586315,82.3489726017011,27.995176858493732,33.60442373864258,77.21715973351805,36.46432854283903,4.403437924562168,128.81387909421562,16.09099972936955,4.117413078967485,3.28274970147466,4.635975042478387,13.106055810246616,
C0009_H02,C0009,ClassBlind_Synthetic,ClassBlind_History,5,2,Crossbred,4.6,2,2,298,0,0,1,2,3,39.14458682096293,38.907798031320596,79.11329428770712,386.1037665081784,16.24926159125731,87.44054656430382,26.862395310097277,34.53958627159348,77.09455176122606,36.51091398253315,4.556643359180813,126.95102057781972,16.67925808031426,4.113782229153716,3.238003859683647,4.612276838391963,13.287787618059355,
C0009_H03,C0009,ClassBlind_Synthetic,ClassBlind_History,4,3,Crossbred,4.6,2,2,298,0,0,1,2,3,39.03058901693819,38.93544130065013,74.41554632363355,361.10317516013066,16.327813752767643,81.34428295781157,27.308509191507266,36.60786522506393,77.28025226745373,36.239602185847154,4.810855941868482,95.22606634202754,16.753128767249336,4.054973310790467,3.2203265526057163,4.700363984652408,13.247900756585052,
C0009_H04,C0009,ClassBlind_Synthetic,ClassBlind_History,3,4,Crossbred,4.6,2,2,298,0,0,1,2,3,38.90630565654956,38.89245976281508,70.4701865019234,360.6133218840216,15.623837088479734,78.12712408488258,27.607021861666375,45.80544750191485,74.15830251483165,36.43876686649621,4.8638802767534,49.310670852244456,17.978651882565355,4.098813088149571,3.2369307984192566,4.757474057753392,13.095585446932617,
C0009_H05,C0009,ClassBlind_Synthetic,ClassBlind_History,2,5,Crossbred,4.6,2,2,298,0,0,1,2,3,38.8557726530545,38.54850180400713,68.04532408216502,356.57159259200364,16.02332217192106,74.72381001292133,26.515589154588547,46.01941129067905,76.19275207538718,36.4386632982778,4.917313647909177,47.879933405853706,19.16575191355766,4.204941834198778,3.176611835018555,4.763384424589733,13.003382249874864,
C0009_H06,C0009,ClassBlind_Synthetic,ClassBlind_History,1,6,Crossbred,4.6,2,2,298,0,0,1,2,3,38.55236502871548,38.1438096277991,69.39458620852885,358.75154241855205,15.902806030663472,81.7935311998739,28.51638630416581,50.02597211120323,75.56496499999696,35.76663998612275,4.841901755483011,21.40247480825291,18.979590269084007,4.342587557082405,3.201447044879724,4.720482745935617,13.061008717864631,
C0009_H07,C0009,ClassBlind_Synthetic,ClassBlind_History,0,7,Crossbred,4.6,2,2,298,0,0,1,2,3,38.74744254564579,38.139758640132456,67.15929488398334,365.67725514424944,15.660147936366204,82.95873030834036,29.658725895816648,50.464074558818936,74.79096406138473,35.73611039511035,5.095854672496958,10.0,20.31677021932016,4.354996798296028,3.2157848486989296,4.718680748778619,13.0351106951489,
C0010_H01,C0010,ClassBlind_Synthetic,ClassBlind_History,25,1,Holstein_Friesian,2.2,1,1,300,0,0,1,1,2,37.93501356029014,38.73487795406777,57.22558774039795,503.6496452737769,22.048357009114127,66.19067976842506,26.09172413757258,79.10224322106257,73.19438114346215,36.58941044868122,4.791556105479039,174.7553366595549,26.366961527085813,4.014269827367831,3.098321016447524,4.909669128191591,12.967218196267806,
C0010_H02,C0010,ClassBlind_Synthetic,ClassBlind_History,24,2,Holstein_Friesian,2.2,1,1,300,0,0,1,1,2,37.88781706789093,38.57766900325286,56.551078950895224,492.8412319130503,21.553359007786312,64.86610331736154,26.479806265533423,76.60748613804232,76.2394551809595,37.164796942204944,4.649729639360446,207.5106731148343,26.419119834836113,3.9667276514079286,3.032431387238542,4.890366500260724,12.808201669048142,
C0010_H03,C0010,ClassBlind_Synthetic,ClassBlind_History,23,3,Holstein_Friesian,2.2,1,1,300,0,0,1,1,2,37.81456683162295,38.559309581976976,54.77900528752912,505.78530377490716,21.951026377793816,55.87497371572274,26.147027251814507,74.96539849140346,73.81440658834426,36.39768983108331,4.762023869430247,195.87533569062424,27.65791181581837,4.028038438418733,3.060476165941776,4.89531890619545,12.613000102821747,
